total_amount,log_total_amount,items_quantity,log_items_quantity,avg_item_price,log_avg_item_price,max_item_price,log_max_item_price,unique_products,amount_per_item,price_spread,max_to_avg_price_ratio,transaction_hour,transaction_day_of_week,transaction_is_weekend,amount_low,amount_medium,amount_high,amount_very_high,items_single,items_few,items_many,hour_night,hour_morning,hour_afternoon,hour_evening,label
2.24,1.1755733298042381,1.0,0.6931471805599453,2.24,1.1755733298042381,2.24,1.1755733298042381,1.0,2.24,0.0,1.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
1099.48,7.0035017272439015,1.0,0.6931471805599453,1099.48,7.0035017272439015,1099.48,7.0035017272439015,1.0,1099.48,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
114.77,4.751605464217637,1.0,0.6931471805599453,114.77,4.751605464217637,114.77,4.751605464217637,1.0,114.77,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
53.35,3.9954446135672184,1.0,0.6931471805599453,53.35,3.9954446135672184,53.35,3.9954446135672184,1.0,53.35,0.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
16.67,2.871868286331605,1.0,0.6931471805599453,16.67,2.871868286331605,16.67,2.871868286331605,1.0,16.67,0.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
23.26,3.1888289035159043,1.0,0.6931471805599453,23.26,3.1888289035159043,23.26,3.1888289035159043,1.0,23.26,0.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
1088.48,6.993455797171666,1.0,0.6931471805599453,1088.48,6.993455797171666,1088.48,6.993455797171666,1.0,1088.48,0.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
17.67,2.9269179575536315,1.0,0.6931471805599453,17.67,2.9269179575536315,17.67,2.9269179575536315,1.0,17.67,0.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
5.8,1.916922612182061,1.0,0.6931471805599453,5.8,1.916922612182061,5.8,1.916922612182061,1.0,5.8,0.0,1.0,23.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
25.17,3.264613716542055,1.0,0.6931471805599453,25.17,3.264613716542055,25.17,3.264613716542055,1.0,25.17,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
4.93,1.780024213009634,1.0,0.6931471805599453,4.93,1.780024213009634,4.93,1.780024213009634,1.0,4.93,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
7.65,2.157559320943788,1.0,0.6931471805599453,7.65,2.157559320943788,7.65,2.157559320943788,1.0,7.65,0.0,1.0,21.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
3.39,1.47932922708708,1.0,0.6931471805599453,3.39,1.47932922708708,3.39,1.47932922708708,1.0,3.39,0.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
9.44,2.3456445824544927,1.0,0.6931471805599453,9.44,2.3456445824544927,9.44,2.3456445824544927,1.0,9.44,0.0,1.0,22.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
24.52,3.239462458476589,1.0,0.6931471805599453,24.52,3.239462458476589,24.52,3.239462458476589,1.0,24.52,0.0,1.0,21.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
53.32,3.9948924832504407,1.0,0.6931471805599453,53.32,3.9948924832504407,53.32,3.9948924832504407,1.0,53.32,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
42.65,3.776203282285611,1.0,0.6931471805599453,42.65,3.776203282285611,42.65,3.776203282285611,1.0,42.65,0.0,1.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
990.3,6.899017213038852,1.0,0.6931471805599453,990.3,6.899017213038852,990.3,6.899017213038852,1.0,990.3,0.0,1.0,23.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
66.38,4.2103482379784065,1.0,0.6931471805599453,66.38,4.2103482379784065,66.38,4.2103482379784065,1.0,66.38,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
134.84,4.9114777225630375,1.0,0.6931471805599453,134.84,4.9114777225630375,134.84,4.9114777225630375,1.0,134.84,0.0,1.0,14.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
6.87,2.063058062429312,1.0,0.6931471805599453,6.87,2.063058062429312,6.87,2.063058062429312,1.0,6.87,0.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
14.26,2.725235025856311,1.0,0.6931471805599453,14.26,2.725235025856311,14.26,2.725235025856311,1.0,14.26,0.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
92.51,4.5380683824473556,1.0,0.6931471805599453,92.51,4.5380683824473556,92.51,4.5380683824473556,1.0,92.51,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
844.8,6.740282925038388,1.0,0.6931471805599453,844.8,6.740282925038388,844.8,6.740282925038388,1.0,844.8,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FRAUD_RISK
72.17,4.292785500895938,1.0,0.6931471805599453,72.17,4.292785500895938,72.17,4.292785500895938,1.0,72.17,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
18.84,2.987700101856727,1.0,0.6931471805599453,18.84,2.987700101856727,18.84,2.987700101856727,1.0,18.84,0.0,1.0,23.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
3.08,1.4060969884160703,1.0,0.6931471805599453,3.08,1.4060969884160703,3.08,1.4060969884160703,1.0,3.08,0.0,1.0,22.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
7.34,2.1210632163706555,1.0,0.6931471805599453,7.34,2.1210632163706555,7.34,2.1210632163706555,1.0,7.34,0.0,1.0,23.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
112.24,4.7295094602436984,1.0,0.6931471805599453,112.24,4.7295094602436984,112.24,4.7295094602436984,1.0,112.24,0.0,1.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
49.11,3.9142205889716335,1.0,0.6931471805599453,49.11,3.9142205889716335,49.11,3.9142205889716335,1.0,49.11,0.0,1.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
9.15,2.3174737054877963,1.0,0.6931471805599453,9.15,2.3174737054877963,9.15,2.3174737054877963,1.0,9.15,0.0,1.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
52.44,3.97855952922839,1.0,0.6931471805599453,52.44,3.97855952922839,52.44,3.97855952922839,1.0,52.44,0.0,1.0,16.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
1.63,0.9669838461896731,1.0,0.6931471805599453,1.63,0.9669838461896731,1.63,0.9669838461896731,1.0,1.63,0.0,1.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
10.98,2.4832385926873033,1.0,0.6931471805599453,10.98,2.4832385926873033,10.98,2.4832385926873033,1.0,10.98,0.0,1.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
44.5,3.817712325956905,1.0,0.6931471805599453,44.5,3.817712325956905,44.5,3.817712325956905,1.0,44.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
339.18,5.829474889285946,1.0,0.6931471805599453,339.18,5.829474889285946,339.18,5.829474889285946,1.0,339.18,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
815.48,6.7050024173156615,1.0,0.6931471805599453,815.48,6.7050024173156615,815.48,6.7050024173156615,1.0,815.48,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
38.49,3.676047475298558,1.0,0.6931471805599453,38.49,3.676047475298558,38.49,3.676047475298558,1.0,38.49,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
17.45,2.915064370486536,1.0,0.6931471805599453,17.45,2.915064370486536,17.45,2.915064370486536,1.0,17.45,0.0,1.0,13.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FRAUD_RISK
8.37,2.2375130962503307,1.0,0.6931471805599453,8.37,2.2375130962503307,8.37,2.2375130962503307,1.0,8.37,0.0,1.0,19.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
17.49,2.9172300453990334,1.0,0.6931471805599453,17.49,2.9172300453990334,17.49,2.9172300453990334,1.0,17.49,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
548.16,6.308389838029404,1.0,0.6931471805599453,548.16,6.308389838029404,548.16,6.308389838029404,1.0,548.16,0.0,1.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
899.1,6.802505868263039,1.0,0.6931471805599453,899.1,6.802505868263039,899.1,6.802505868263039,1.0,899.1,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
78.39,4.374372415737022,1.0,0.6931471805599453,78.39,4.374372415737022,78.39,4.374372415737022,1.0,78.39,0.0,1.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
72.08,4.291554731509806,1.0,0.6931471805599453,72.08,4.291554731509806,72.08,4.291554731509806,1.0,72.08,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
229.68,5.441031468747212,1.0,0.6931471805599453,229.68,5.441031468747212,229.68,5.441031468747212,1.0,229.68,0.0,1.0,15.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
43.77,3.8015382722528743,1.0,0.6931471805599453,43.77,3.8015382722528743,43.77,3.8015382722528743,1.0,43.77,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
7.19,2.102913897864978,1.0,0.6931471805599453,7.19,2.102913897864978,7.19,2.102913897864978,1.0,7.19,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
94.3,4.557029810660157,1.0,0.6931471805599453,94.3,4.557029810660157,94.3,4.557029810660157,1.0,94.3,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
68.2,4.237000862623624,1.0,0.6931471805599453,68.2,4.237000862623624,68.2,4.237000862623624,1.0,68.2,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
66.9,4.21803603456465,1.0,0.6931471805599453,66.9,4.21803603456465,66.9,4.21803603456465,1.0,66.9,0.0,1.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
1.87,1.0543120297715298,1.0,0.6931471805599453,1.87,1.0543120297715298,1.87,1.0543120297715298,1.0,1.87,0.0,1.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
183.32,5.216673377507527,1.0,0.6931471805599453,183.32,5.216673377507527,183.32,5.216673377507527,1.0,183.32,0.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
9.53,2.354228326145884,1.0,0.6931471805599453,9.53,2.354228326145884,9.53,2.354228326145884,1.0,9.53,0.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
32.89,3.52311998561896,1.0,0.6931471805599453,32.89,3.52311998561896,32.89,3.52311998561896,1.0,32.89,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
93.98,4.553666343120976,1.0,0.6931471805599453,93.98,4.553666343120976,93.98,4.553666343120976,1.0,93.98,0.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
48.08,3.8934516198427107,1.0,0.6931471805599453,48.08,3.8934516198427107,48.08,3.8934516198427107,1.0,48.08,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
75.65,4.339249605317823,1.0,0.6931471805599453,75.65,4.339249605317823,75.65,4.339249605317823,1.0,75.65,0.0,1.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
39.34,3.697343532526066,1.0,0.6931471805599453,39.34,3.697343532526066,39.34,3.697343532526066,1.0,39.34,0.0,1.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
3.31,1.4609379041156565,1.0,0.6931471805599453,3.31,1.4609379041156565,3.31,1.4609379041156565,1.0,3.31,0.0,1.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
2.83,1.3428648031925547,1.0,0.6931471805599453,2.83,1.3428648031925547,2.83,1.3428648031925547,1.0,2.83,0.0,1.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
82.37,4.423288532422522,1.0,0.6931471805599453,82.37,4.423288532422522,82.37,4.423288532422522,1.0,82.37,0.0,1.0,19.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
7.19,2.102913897864978,1.0,0.6931471805599453,7.19,2.102913897864978,7.19,2.102913897864978,1.0,7.19,0.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
47.48,3.881151341761059,1.0,0.6931471805599453,47.48,3.881151341761059,47.48,3.881151341761059,1.0,47.48,0.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
2.76,1.324418957401803,1.0,0.6931471805599453,2.76,1.324418957401803,2.76,1.324418957401803,1.0,2.76,0.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
184.87,5.225047504620262,1.0,0.6931471805599453,184.87,5.225047504620262,184.87,5.225047504620262,1.0,184.87,0.0,1.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
876.21,6.776746416387556,1.0,0.6931471805599453,876.21,6.776746416387556,876.21,6.776746416387556,1.0,876.21,0.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
55.16,4.028204759717555,1.0,0.6931471805599453,55.16,4.028204759717555,55.16,4.028204759717555,1.0,55.16,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
299.4,5.705114919889979,1.0,0.6931471805599453,299.4,5.705114919889979,299.4,5.705114919889979,1.0,299.4,0.0,1.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
26.28,3.3061538329752613,1.0,0.6931471805599453,26.28,3.3061538329752613,26.28,3.3061538329752613,1.0,26.28,0.0,1.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
342.36,5.838779459442334,1.0,0.6931471805599453,342.36,5.838779459442334,342.36,5.838779459442334,1.0,342.36,0.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
132.36,4.893052238442539,1.0,0.6931471805599453,132.36,4.893052238442539,132.36,4.893052238442539,1.0,132.36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
123.35,4.823100170249414,1.0,0.6931471805599453,123.35,4.823100170249414,123.35,4.823100170249414,1.0,123.35,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
40.25,3.71965111278069,1.0,0.6931471805599453,40.25,3.71965111278069,40.25,3.71965111278069,1.0,40.25,0.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
828.73,6.72110034666391,1.0,0.6931471805599453,828.73,6.72110034666391,828.73,6.72110034666391,1.0,828.73,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
151.76,5.028868062357315,1.0,0.6931471805599453,151.76,5.028868062357315,151.76,5.028868062357315,1.0,151.76,0.0,1.0,18.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
16.75,2.8763855159214247,1.0,0.6931471805599453,16.75,2.8763855159214247,16.75,2.8763855159214247,1.0,16.75,0.0,1.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
43.88,3.803992261214441,1.0,0.6931471805599453,43.88,3.803992261214441,43.88,3.803992261214441,1.0,43.88,0.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
5.62,1.890095369948917,1.0,0.6931471805599453,5.62,1.890095369948917,5.62,1.890095369948917,1.0,5.62,0.0,1.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
486.57,6.189433869873471,1.0,0.6931471805599453,486.57,6.189433869873471,486.57,6.189433869873471,1.0,486.57,0.0,1.0,13.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FRAUD_RISK
4.7,1.7404661748405044,1.0,0.6931471805599453,4.7,1.7404661748405044,4.7,1.7404661748405044,1.0,4.7,0.0,1.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
320.12,5.771814885048028,1.0,0.6931471805599453,320.12,5.771814885048028,320.12,5.771814885048028,1.0,320.12,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
34.46,3.5684053006460617,1.0,0.6931471805599453,34.46,3.5684053006460617,34.46,3.5684053006460617,1.0,34.46,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
9.82,2.3813962734183356,1.0,0.6931471805599453,9.82,2.3813962734183356,9.82,2.3813962734183356,1.0,9.82,0.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
107.55,4.6872108963243,1.0,0.6931471805599453,107.55,4.6872108963243,107.55,4.6872108963243,1.0,107.55,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
1153.61,7.051517903597468,1.0,0.6931471805599453,1153.61,7.051517903597468,1153.61,7.051517903597468,1.0,1153.61,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
350.55,5.862351948645171,1.0,0.6931471805599453,350.55,5.862351948645171,350.55,5.862351948645171,1.0,350.55,0.0,1.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
319.09,5.768602206250405,1.0,0.6931471805599453,319.09,5.768602206250405,319.09,5.768602206250405,1.0,319.09,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
1.46,0.9001613499442714,1.0,0.6931471805599453,1.46,0.9001613499442714,1.46,0.9001613499442714,1.0,1.46,0.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
23.05,3.1801349965517702,1.0,0.6931471805599453,23.05,3.1801349965517702,23.05,3.1801349965517702,1.0,23.05,0.0,1.0,19.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
1097.35,7.001564332660195,1.0,0.6931471805599453,1097.35,7.001564332660195,1097.35,7.001564332660195,1.0,1097.35,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
337.71,5.8251442840409675,1.0,0.6931471805599453,337.71,5.8251442840409675,337.71,5.8251442840409675,1.0,337.71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
60.0,4.110873864173311,1.0,0.6931471805599453,60.0,4.110873864173311,60.0,4.110873864173311,1.0,60.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
46.24,3.8552409913291616,1.0,0.6931471805599453,46.24,3.8552409913291616,46.24,3.8552409913291616,1.0,46.24,0.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
77.18,4.359013860364809,1.0,0.6931471805599453,77.18,4.359013860364809,77.18,4.359013860364809,1.0,77.18,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
6.57,2.0241930674493576,1.0,0.6931471805599453,6.57,2.0241930674493576,6.57,2.0241930674493576,1.0,6.57,0.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
101.26,4.627518589651853,1.0,0.6931471805599453,101.26,4.627518589651853,101.26,4.627518589651853,1.0,101.26,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
171.62,5.151092646791511,1.0,0.6931471805599453,171.62,5.151092646791511,171.62,5.151092646791511,1.0,171.62,0.0,1.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
48.08,3.8934516198427107,1.0,0.6931471805599453,48.08,3.8934516198427107,48.08,3.8934516198427107,1.0,48.08,0.0,1.0,20.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
53.55,3.9991177122790798,1.0,0.6931471805599453,53.55,3.9991177122790798,53.55,3.9991177122790798,1.0,53.55,0.0,1.0,11.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
66.41,4.210793374865347,1.0,0.6931471805599453,66.41,4.210793374865347,66.41,4.210793374865347,1.0,66.41,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
9.46,2.347558458636777,1.0,0.6931471805599453,9.46,2.347558458636777,9.46,2.347558458636777,1.0,9.46,0.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
77.13,4.358374106008653,1.0,0.6931471805599453,77.13,4.358374106008653,77.13,4.358374106008653,1.0,77.13,0.0,1.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
6.54,2.020222182019865,1.0,0.6931471805599453,6.54,2.020222182019865,6.54,2.020222182019865,1.0,6.54,0.0,1.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
12.64,2.613006652415316,1.0,0.6931471805599453,12.64,2.613006652415316,12.64,2.613006652415316,1.0,12.64,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
11.67,2.5392369943330477,1.0,0.6931471805599453,11.67,2.5392369943330477,11.67,2.5392369943330477,1.0,11.67,0.0,1.0,23.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
45.62,3.842029633607611,1.0,0.6931471805599453,45.62,3.842029633607611,45.62,3.842029633607611,1.0,45.62,0.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
